sentence:isase haddiyAz kamajora ho jAwI hEM Ora galane lagawI hEM।,filename:2.79,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:4,p_id:4,p_word:ho,p_pos:VERB,c_id:1,c_word:isase,c_pos:PRON,gc_id:26,gc_word:meM,gc_pos:ADP,gc_rel:case
sentence:lekina jyAxAwara loga isake lie eka minata se BI kama samaya xewe hEM।,filename:2.8,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:5,p_id:12,p_word:xewe,p_pos:VERB,c_id:4,c_word:isake,c_pos:PRON,gc_id:5,gc_word:lie,gc_pos:ADP,gc_rel:case
sentence:lekina jyAxAwara loga isake lie eka minata se BI kama samaya xewe hEM।,filename:2.8,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:5,p_id:12,p_word:xewe,p_pos:VERB,c_id:7,c_word:minata,c_pos:NOUN,gc_id:8,gc_word:se,gc_pos:ADP,gc_rel:case
sentence:isa parisWiwi meM lakavA BI mAra sakawA hE।,filename:2.80,case:3,no_of_sibblings:3,no_of_sibblings_not_comp-or-obl:3,p_id:6,p_word:mAra,p_pos:VERB,c_id:2,c_word:parisWiwi,c_pos:NOUN,gc_id:3,gc_word:meM,gc_pos:ADP,gc_rel:case
"sentence:isakI jAzca ke lie dijitala eksare, ema.Ara.AI. karAyeM, tIbI kI xavA eka varRa waka leM evaM viSeRajFa cikiwsaka se parAmarSa leM।",filename:2.81,case:3,no_of_sibblings:3,no_of_sibblings_not_comp-or-obl:3,p_id:17,p_word:leM,p_pos:VERB,c_id:2,c_word:jAzca,c_pos:NOUN,gc_id:4,gc_word:lie,gc_pos:ADP,gc_rel:case
"sentence:isakI jAzca ke lie dijitala eksare, ema.Ara.AI. karAyeM, tIbI kI xavA eka varRa waka leM evaM viSeRajFa cikiwsaka se parAmarSa leM।",filename:2.81,case:3,no_of_sibblings:3,no_of_sibblings_not_comp-or-obl:3,p_id:17,p_word:leM,p_pos:VERB,c_id:15,c_word:varRa,c_pos:NOUN,gc_id:16,gc_word:waka,gc_pos:ADP,gc_rel:case
"sentence:isakI jAzca ke lie dijitala eksare, ema.Ara.AI. karAyeM, tIbI kI xavA eka varRa waka leM evaM viSeRajFa cikiwsaka se parAmarSa leM।",filename:2.81,case:3,no_of_sibblings:2,no_of_sibblings_not_comp-or-obl:1,p_id:23,p_word:leM,p_pos:VERB,c_id:20,c_word:cikiwsaka,c_pos:NOUN,gc_id:21,gc_word:se,gc_pos:ADP,gc_rel:case
sentence:rAwa meM sowe samaya SarIra para eka cAxara jarUra raKe evaM paMKA kama se kama calAyeM।,filename:2.82,case:2,no_of_sibblings:0,no_of_sibblings_not_comp-or-obl:0,p_id:3,p_word:sowe,p_pos:VERB,c_id:1,c_word:rAwa,c_pos:NOUN,gc_id:2,gc_word:meM,gc_pos:ADP,gc_rel:case
sentence:rAwa meM sowe samaya SarIra para eka cAxara jarUra raKe evaM paMKA kama se kama calAyeM।,filename:2.82,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:5,p_id:10,p_word:raKe,p_pos:VERB,c_id:4,c_word:samaya,c_pos:NOUN,gc_id:2,gc_word:meM,gc_pos:ADP,gc_rel:case
sentence:rAwa meM sowe samaya SarIra para eka cAxara jarUra raKe evaM paMKA kama se kama calAyeM।,filename:2.82,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:5,p_id:10,p_word:raKe,p_pos:VERB,c_id:5,c_word:SarIra,c_pos:NOUN,gc_id:6,gc_word:para,gc_pos:ADP,gc_rel:case
sentence:isase agara apane Apa sahI mahasUsa nahIM karawe hEM wo entIelarjika tebaleta xasa xinoM waka leM।,filename:2.83,case:3,no_of_sibblings:6,no_of_sibblings_not_comp-or-obl:5,p_id:8,p_word:karawe,p_pos:VERB,c_id:1,c_word:isase,c_pos:PRON,gc_id:6,gc_word:para,gc_pos:ADP,gc_rel:case
sentence:isase agara apane Apa sahI mahasUsa nahIM karawe hEM wo entIelarjika tebaleta xasa xinoM waka leM।,filename:2.83,case:3,no_of_sibblings:4,no_of_sibblings_not_comp-or-obl:4,p_id:16,p_word:leM,p_pos:VERB,c_id:14,c_word:xinoM,c_pos:NOUN,gc_id:15,gc_word:waka,gc_pos:ADP,gc_rel:case
sentence:baccoM ko GamOMrI ho rahI hE kyA kareM?,filename:2.84,case:2,no_of_sibblings:0,no_of_sibblings_not_comp-or-obl:0,p_id:8,p_word:kareM,p_pos:VERB,c_id:7,c_word:kyA,c_pos:PRON,gc_id:15,gc_word:waka,gc_pos:ADP,gc_rel:case
sentence:eka gilAsa pAnI meM xo cammaca cInI evaM eka cutakI namaka dAlakara ubAlakara xeM।,filename:2.86,case:3,no_of_sibblings:4,no_of_sibblings_not_comp-or-obl:4,p_id:13,p_word:ubAlakara,p_pos:VERB,c_id:3,c_word:pAnI,c_pos:NOUN,gc_id:4,gc_word:meM,gc_pos:ADP,gc_rel:case
sentence:XUpa ke kAraNa kyA kAlAjAra roga howA hE?,filename:2.87,case:3,no_of_sibblings:3,no_of_sibblings_not_comp-or-obl:3,p_id:7,p_word:howA,p_pos:VERB,c_id:1,c_word:XUpa,c_pos:NOUN,gc_id:3,gc_word:kAraNa,gc_pos:ADP,gc_rel:case
sentence:kyA garmI meM isakA prakopa baDZa jAwA hE?,filename:2.88,case:3,no_of_sibblings:4,no_of_sibblings_not_comp-or-obl:4,p_id:6,p_word:baDZa,p_pos:VERB,c_id:2,c_word:garmI,c_pos:NOUN,gc_id:3,gc_word:meM,gc_pos:ADP,gc_rel:case
sentence:kisI viSeRajFa cikiwsaka se xiKAyeM waWA KAzsI ke lie balagama kI jAzca karAyeM।,filename:2.94,case:3,no_of_sibblings:2,no_of_sibblings_not_comp-or-obl:1,p_id:13,p_word:karAyeM,p_pos:VERB,c_id:7,c_word:KAzsI,c_pos:NOUN,gc_id:9,gc_word:lie,gc_pos:ADP,gc_rel:case
sentence:hara Caha mAha meM kareM AzKoM kI jAzca।,filename:2.96,case:2,no_of_sibblings:0,no_of_sibblings_not_comp-or-obl:0,p_id:5,p_word:kareM,p_pos:VERB,c_id:3,c_word:mAha,c_pos:NOUN,gc_id:4,gc_word:meM,gc_pos:ADP,gc_rel:case
sentence:lekina ina sabake sAWa agara Apa apane KAna - pAna para WodZA sA XyAna xeM।,filename:2.99,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:4,p_id:15,p_word:xeM,p_pos:VERB,c_id:3,c_word:sabake,c_pos:PRON,gc_id:4,gc_word:sAWa,gc_pos:ADP,gc_rel:case
sentence:lekina ina sabake sAWa agara Apa apane KAna - pAna para WodZA sA XyAna xeM।,filename:2.99,case:3,no_of_sibblings:5,no_of_sibblings_not_comp-or-obl:4,p_id:15,p_word:xeM,p_pos:VERB,c_id:10,c_word:pAna,c_pos:NOUN,gc_id:11,gc_word:para,gc_pos:ADP,gc_rel:case
