#################################################################################	#################################################################################
humpback-bridge	Upara_nIce_Ane_vAlI_meharAba_jEsA_CotA_pula
humpback	kUbada
humpbacks	kubadA
humped	kubadA/kUbadaxAra
humping	prayAsa_karanA
hump	mittI_kA_tIlA/uBAra/kUbaDEYa/samBoga_kara/lAxa/kUbada_uTA/prayAsa_kara
humps	prayAsa_karanA
hums	gunagunAnA
humuses	KAxa_mittI
humus	KAxa_mittI/KAxa
hunch	anwarjFAna/JukA
hunchback	kubadA
hunchbacks	kubadA
hunched	JukAyA/JukA_huA
hunches	JukAnA
hunching	JukAnA
hundi	huNdI
hundredses	Sawa
hundred	sO/sO/sEkadA/Sawa
hundreds	sEMkadoM/sEkadoM
hundredther	sOMvAz
hundredthest	sOMvAz
hundredth	sOMvAz/sOvAM
hundredths	sOMvAz
hundred-weight	pOMda{wOla_kI_amerikI_ikAI}
Hungarian	hafgeriyAI/hafgeriyAII/hafgarIvAsI
hungary	hafgarI
Hungary	hafgarI
hunger	BUKa/wIvra_icCA
hungered	BUKa
hungering	BUKa
hungeringly	BUKase
hunger-march	BUKe_pyAse_mArca_karanA
hunger-marcher	anaSana_yAwrA
hungers	BUKa
hunger-strike	BUKa_hadawAla
hunger-Striker	BUKa_hadawAla_karane_vAlA
hungest	tazgA
hung-over	uKadA-uKadA
hungrier	BUKA
hungriest	BUKA
hungrily	BUKe_logoM_kI_waraha/BUKase
hungriness	lalaka/cAha/BUKa
hungry	BUKA/pIdiwa/lAlAyiwa
hung	tazgA/wriSafku
hunk	badA_tukadA/hqRta-puRta_vyakwi
hunks	badA_tukadA
hunted	SikAra_kara
hunter	SikArI/KojI
hunters	SikArI
hunting-ground	AKeta-sWAna/sWAna_jahAz_vaswu_ko_KojA_jA_rahA_ho
hunting_noun	AKoja
hunting	SikAra_kA_Kela/SikAra_karanA
huntings	SikAra_kA_Kela
huntsman	SikArI
huntsmen	SikArI
hunts	SikAra_kara
hunt	walASa/SikArI_xala/SikAra/AKeta_yAwrA/SikAra_kara/walASa_kara
hurdled	hardala
hurdle	hardala/bAXA-xOda/bAXA_ke_Upara_se_CalAzga/bAXA/PAzxa/ke_Upara_se_kUxa_kara_jA/bAXA_xOda_meM_hissA_le/bAXA_uCala_kara_pAra_kara
hurdles	hardala
hurdling	bAXA_pAra_karawe_hue
hurdy-gurdy	eka_prakAra_kA_Dola_bAjA/hardI-gardI
hurled	jora_se_PeMka_kara_mAranA
hurler	geMxa_PeMkane_vAlA_KilAdI
hurling	eka_prakAra_kA_geMxa_kA_Kela/harliMga
hurlings	eka_prakAra_kA_geMxa_kA_Kela
hurl	jora_se_PeMka_kara_mAra/jora_se_PeMka/jora_se_cillA
hurls	jora_se_PeMka_kara_mAranA
hurly-burly	hadabadI/hullada
hurrahed	KuSI_se_cillAnA
hurrah	hurrA!/vAha-vAha/KuSI_se_cillAnA
hurrahing	KuSI_se_cillAnA
hurrahs	KuSI_se_cillAnA
hurray	hurrA!
hurricane-lamp	wUPAna
hurricane	wuPAna/wUPAna
hurriedest	jalxabAjI_meM_kiyA_huA
hurried	jalxI_karanA
hurriedly	jalxI_se
hurriedness	uwAvalI
hurries	jalxI_karanA
hurrying	jalxI_karanA
hurry	jalxI/bahuwa_jalxabAjI/jalxI_nikala/jalxI_meM_kara/jalxI_karA/jalxI_kara
hurtfuler	xuKa:xAyI
hurtfulest	xuKa:xAyI
hurtfully	cota_pahuzcAwe_hue
hurtful	xuKa:xAyI/hAnikara
hurting	kRawi_pahuzcAnA
hurt	Kinna/jaKmI/Ahawa/cota/kRawi_pahuzcA/xarxa_pahuzcA/xarxa_kara/wakalIPa_xe/Tesa_pahuzcA/nukasAna_pahuzcA/cota_pahuzcA
hurtled	Kada_Kada_karawe_hue_Age_baDanA
hurtle	Kada_Kada_karawe_hue_Age_baDa/wejI_se_A
hurtles	Kada_Kada_karawe_hue_Age_baDanA
hurtling	Kada_Kada_karawe_hue_Age_baDanA
hurts	kRawi_pahuzcAnA
husain	husEna
husbandage	prabanXa_praBAra
husbanded	miwavyayawA_ke_sAWa_prabanXa_karanA
husbanding	miwavyayawA_ke_sAWa_prabanXa_karanA
husband	pawi/kiPAyawa_se_Karca_kara/miwavyayawA_ke_sAWa_prabanXa_kara
husbandries	kqRikarma
husbandry	kqRikarma/kqRi/kiPAyawa
husbands	miwavyayawA_ke_sAWa_prabanXa_karanA
hushed	cupa_ho_jAnA/xabA/niswabXa
hushes	cupa_ho_jAnA
hush-hush	gupwa
hushing	cupa_ho_jAnA
hush	KAmoSI/SAnwi/cupa_ho_jA/cupa_kara
hush-money	riSvawa
husk	CilakA/CilakA_nikAla/BUsI_nikAla
huskie	huskI_kuwwA
huskier	eskimo_kuwwA
huskies	eskimo_kuwwA
huskiest	eskimo_kuwwA
huskily	karkaSa_AvAja_se/BArI_AvAja_meM
huskiness	BUsApana/majabUwI/AvAja_kA_BArIpana
huskinesses	BUsApana
husks	BUsI_nikAlanA
husky	BarrAyI_huI_AvAja/BArI/huskI_kuwwA/eskimo_kuwwA
hussain	husEna
hussar	halkA_haWiyAra_vAlA_GudasavAra_sEnika
hussars	halkA_haWiyAra_vAlA_GudasavAra_sEnika
hustings	cunAvapUrva_kI_rAjanEwika_gawiviXiyAz
hustingses	cunAvapUrva_kI_rAjanEwika_gawiviXiyAz
hustled	XakkA_xenA
hustler	veSyA/cAlabAja
hustles	XakkA_xenA
hustle	XakkA_xe/XakiyA_kara_le_jA/balapUrvaka_karvA
hustling	XakkA_xenA
hutched	KaragoSa_kA_piMjarA
hutches	KaragoSa_kA_piMjarA
hutching	KaragoSa_kA_piMjarA
hutch	KaragoSa_kA_piMjarA/kARTapiMjara
hut	JopadI/JoMpadI.CotA_Gara
hutment	asWAyI_imArawa
huts	JopadI
hyacinth	hAyasiMTa/hAyasiMWa/gulAbI_wurasAvA
hyaena	lakadabagGA
hybridisation	safkaraNa
hybridise	safkariwa
hybridizable	safkaraNIya
hybridization	safkaraNa
hybridizer	safkaraka
hybridize	safkariwa
hybrid	safkariwa/miSraNa/safkara
hybrises	xarpa
hybris	xarpa
hydathode	jala_ranXra
hydrangea	hA/hAidrEnjiyA
hydrant	pAnI_kA_nala/nalakA
hydrarthrosis	jalasanXiSoWa
hydrate	jalayojiwa_karanA/jalayojiwa_kara
hydration	jalayojana
hydraulically	jalaxAba_vyavasWA_ke_anusAra
hydraulic	xravacAliwa/jalaxAba/calaxravIya
hydrocarbon	hAidrokArbana
hydroelectric	jalavixyuwIya
hydrofoil	jala-pataXaka/jala-pawraka
hydrogenation	hAidrojinikaraNa
hydrogen	hAIdrojana/uxajana/hAidrojana
hydrogeologist	jalaBU-vijFAnI
hydrological	jala_vijFAna_sambanXI
hydrometeorologist	jala_mOsamavijFAnI
hydropathy	jalacikiwsA
hydrophobia	jalAwafka
hydrophyte	jalIya_pAxapa
hydroplane	jala_vimAna/jalapowa/BIgI_sawaha_para_Pisala_jA
hydroponics	jalasaMvarXana_prakriyA
hydrotherapy	jalaciikawsA/jalacikiwsA
hydroxybenzene	hAidrooYksIbenjIna
hyena	lakadabagGA
hygienes	svacCawA
hygiene	svacCawA/svAsWya_vijFAna
hygienically	svAsWyakara_Dafga_se
hygienic	svAsWyakara
hygienise	acCI_waraha_se_saPAI_kara
hygienize	acCI_waraha_se_saPAI_kara
hymen	yonicCexa/yonicCaxa
hymie	yahUxI
hymn	Bajana/swrowagAna
hymn-book	Bajana_safgraha
hype	awiSaya_praSaMsA_kara/pracAra/pracAra_kara
hyperactive	awisakriya
hyperactivity	awisikryawA/awisakriyawA
hyperbole	awiSayokwi
hyperboles	awiSayokwi
hyperbolise	baDA-caDA_kara_kaha
hyperbolize	baDA-caDA_kara_kaha
hypercube	awivima
hyperinflation	awimuxrAjaPIwi/awimuxrAsPIwi
hypermarket	supara_bAjEYAra
hypersensitive	awisaMvexanaSIla/ciDaNtU
hypersensitivity	awisaMvexanaSIlawA
hypertension	ucca_rakwacApa
hypertext	hAiparateksta
hypes	awiSaya_praSaMsA_kara
hyphenate	yojaka-cihna_se_milA_ho
hyphenation	yojaka_xvArA_cihnIkaraNa/Sabxa-saMyojakawA
hyphen	hA/yojaka-cihna/hAIPana
hypnagogic	nixrAjanaka
hypnogogic	nixrAjanaka
hypnosis	sammohana
hypnotic	nixrAjanaka/sammohanajanya/sammohaka/manwramugXa_kara_xene_vAlA/svApaka
hypnotised	manwramugXa
hypnotise	sammohiwa_kara
hypnotism	sammohana
hypnotist	sammohaka
hypnotized	manwramugXa
hypnotize	sammohiwa_kara
hypocapnia	hAipokEpniyA
hypochondriac	rogaBram/rogaBramI
hypochondria	rogaBrama
hypocrisies	miWyAcAra
hypocrisy	miWyAcAra/DoMga
hypocrite	pAKaNdI
hypocritically	pAKaNdapUrNa_Dafga_se
hypocritical	pAKaNdapUrNa
hypodermic	sIBaraja/aXascarmI/sIriMja
hypophysis	pIyURa-granWi
hypotenuse	karNa
hypothecate	anumAna_lagA
hypothecation	AdamAna(viXi)
hypothecator	karane_vAlA
hypothermia	hAipoWarmiyA
hypotheses	hAipoWIsisa
hypothesise	anumAna_lagA
hypothesis	hAipoWIsisa/parikalpanA/anumAna
hypothesize	anumAna_lagA
hypothetically	pirakalpiwa_rUpa_se/parikalpiwa_rUpa_se
hypothetical	pirakalpiwa/parikalpiwa
hysterectomy	garBASayocCexana
hysteria	ihajatIirayA/unmAxa/histIriyA
hystericaler	vAwonmawwa
hystericalest	vAwonmawwa
hysterically	unmAxapUrNa_Dafga_se
hysterical	vAwonmawwa/unmawwa/majexAra
hystericer	vAwonmawwa
hystericest	vAwonmawwa
hysterics	ihajatIirayA_kA_xOrA/rone_kA_xOrA/histIriyA_kA_xOrA/hazsI_kA_xOrA
hysteric	vAwonmawwa
i	afgrejI_varNamAlA_kA_navAz_akRara/mEM/mE/Ai
-ial	-Iya
iambicer	laGu-gurucaraNavAlA
iambicest	laGu-gurucaraNavAlA
iambic	laGu-gurucaraNavAlA/laGu-guru_caraNayukwa
iambics	laGu-gurucaraNavAlA
-iana	kA
-ian	prawyaya
ibex	Alpasa_parvawa_kA_jazgalI_bakarA/sAkina
ibexes	Alpasa_parvawa_kA_jazgalI_bakarA
-Ibid	usI_sWAna_para
ibid	vahI
ibises	sArasa_ke_prakAra_kA_eka_pakRI
ibis	sArasa_ke_prakAra_kA_eka_pakRI
IBM	eka_bahu_rARtrIya_kampanI/Ai_bI_ema
ibn-Roshd	ibna-ruSxa
ibn-Sina	ibna_sInA
Ibrahim	ibrAhima
IBRD	punarnirmANa_evaM_vikAsa_anwarrARtrIya_bEMka
ice-age	barPIlA_yuga
ice-ax	barPa_kuTAra
ice-axe	barPa_kAtane_kI_kulhAdI
ice-axes	barPa_kAtane_kI_kulhAdI
iceberg	bahawA_huA_himaKaNda/himaSEla
icebergs	bahawA_huA_himaKaNda
ice-blue	halkA_nIlA_rafga/barPIlA_nilA/halkA_nIlA_rafga/barPIlA_nilA
iceboat	himanOkA
ice-bound	baraPa_se_DakA_huA/hima-baxXa
icebox	barPa_raKane_kA_dibbA/praSIwaka/Aisa_baksa
iceboxes	barPa_raKane_kA_dibbA
icebreaker	barPa_wodanevAlA
ice-breaker	barPa_wodanevAlA/himaBaFjaka
ice-breakers	barPa_wodanevAlA
icebreakers	barPa_wodanevAlA
ice-cap	baraPa_se_DakA_huA/himacCaxa
ice-cold	bahuwa_badI_barPa_ke_jEsI_TaNdI/bahuwa_TaNdA
ice-cream	AisakrIma
icecream	AIsakrIma
ice-cream	malAI_baraPa/malAI_barPa
ice-cube	barPa_ke_Cote_tukade/barPa_kA_CotA_tukadA
iced	baraPa
ice-field	barPa_kA_badA_wErawA_huA_tukadA/hima_kRetra
ice-floe	plAvI_himaKaNda/samuxra_meM_wErawA_huA_barPa_kA_tukadA
ice-hockey	baraPa_meM_Kele_jAne_vAlA_Kela
ice-lolly	baraPa_kI_miTAI
ice-pack	baraPa_kI_WElI/barPa_kI_WElI
Ice-Pick	barPa_ko_wodane_kA_OjAra
ice-pick	barPa_wodane_kA_suA
ice-rink	eka_prakAra_kI_barPIlI_cAxara
ices	baraPa
ice-skate	barPa_para_Pisalane_kI_pAxukA
ice-skating	hima_saraNa
ice	TaNdA/hima/barPa_wodane_kA/barPa_kA/baraPa/tukadA/Sulka/rasa/OpacArikawA/kulPI/jamI_huI_miTAI/hIree/cInI_kI_parawa/barPa_kA_mExAna/barPa/AisakrIma/Aisa/TaNdA_kara/TaNdA_ho/para_barPa_raKa/mAra/jam/cInI_kI_parawa_lag/cInI_kI_parawa_caD/barPa_se_seMka
icetray	barPaxAnI/Aisa_tre
ice-water	bahuwa_TaNdA_pAnI/barPa_se_TaNdA_kiyA_pAnI
ichor	pIpa
icicle	ihamavayaYrwakA/himavarwikA
icier	barPIlA
iciest	barPIlA
iciness	TaNdApana
icing	AisiMga/keka_ko_sajAne_ke_lie_wEyAra_kiyA_miSraNa
icings	AisiMga
icky	raxxI
iconoclasm	mUrwiBaFjana
iconoclastic	mUyaYrwaBaFjana_sambanXI/mUrwiBaFjana_sambanXI
iconoclast	rivAja_wodanevAlA/mUrwiBamjaka
iconoclasts	rivAja_wodanevAlA
icon	prawimA/mUrwi/ciwra/Aikana
icons	prawimA
ICT	Ai_sI_tII
ictus	xOrA
icu	awixakRawA_viBAga
ICU	awixakRawA_viBAga
icy	barPIlA/TaNdA/rUKA/PisalanevAlA/nIrasa/himAcCAxiwa/BAvaSUnya/bahuwa_TaNdA/baraPa_se_DakA_huA
idealer	kAlpanika
idealest	kAlpanika
idealisation	AxarSIkaraNa
idealisations	AxarSIkaraNa
idealise	AxarSa_rUpa_meM_praswuwa_karanA/AxarSa_rUpa_meM_praswuwa_kara
idealism	AxarSavAxa/vicAravAxa
idealisms	AxarSavAxa
idealist	AxarSavAxI
idealistically	AxarSa_rUpa_meM/AxarSavAxI_Dafga_se
idealistic	AxarSavAxI
idealists	AxarSavAxI
idealization	AxarSIkaraNa
idealizations	AxarSIkaraNa
idealize	AxarSa_rUpa_meM_praswuwa_karanA/AxarSa_rUpa_meM_praswuwa_kara
ideally	AxarSawaH
ideal	pUrNa/upayukwa/kAlapanika/AxarSa/anukUla/aBIRta/kAlpanika/AxarSa
ideals	kAlpanika
ideas	yojanA
ideated	kalpanA_karanA
ideate	kalpanA_kara
ideates	kalpanA_karanA
ideating	kalpanA_karanA
ideations	vicAraNa
ideation	vicAraNa
idea	vicAra/yojanA/XAraNA/warka/viSvAsa/uxxeSya/suJAva/sixXAnwa/safgIwa-kalpanA/pahacAna/mawa/kalpanA/jAnakArI/axBuwa_kalpanA/anumAna/anxAjA
identical	bilkula_eka_se/pUrNawayA_samAna/eka_jEsA/vEsA_hI/jEsA/bilakul_vahI/bilakul_samAna/ekarUpa
identicalest	bilkula_eka_se
identifiable	pahacAna_yogya
identification	SinAKwa/pahacAna/samIkara
identifications	samIkara
identified	pahacAnanA/nirXAriwa
identifier_noun	aBijFApaka
identifier	parijFAmpalqApaka
identifies	pahacAnanA
identifying	pahacAnanA
identify	pahacAna_kara/wAxAwmya_sWApiwa_kara/SinAKwa_kara/samAna_samaJa/samaJa/pahacAna
identikits	tukadoM_ko_jodakara_banAI_gayI_wasavIra
identikit	tukadoM_ko_jodakara_banAI_gayI_wasavIra/pahacAna-ciwra
identities	pahacAna
identity-crisis	pahacAna_aBAva
identity_noun	aBijFApana
identity	pahacAna/wAxAwmya/sarvasamawA
ideogram	eka_waraha_kA_cihna_jo_kisI_BAvanA_kA_prawIka_ho/ciwralipi
ideograms	eka_waraha_kA_cihna_jo_kisI_BAvanA_kA_prawIka_ho
ideograph	eka_waraha_kA_cihna_jo_kisI_BAvanA_kA_prawIka_ho/safkewa/BAvaciwra
ideographically	BAvamUlaka_Dafga_se
ideographic	BAvasUcaka
ideographs	eka_waraha_kA_cihna_jo_kisI_BAvanA_kA_prawIka_ho
ideological	AxarSapUrNa/vEcArika/sExXAnwika
ideologicaler	AxarSapUrNa
ideologicalest	AxarSapUrNa
ideologically	AxarSIkaraNawA_se/sExXAnwika_rUpa_se
ideologic	AxarSapUrNa
ideologicer	AxarSapUrNa
ideologicest	AxarSapUrNa
ideologies	eka_sarvamAnya_vicAra
ideology	eka_sarvamAnya_vicAra/vicAraXArA
idiocies	pUrNa_ajFAnawA
idiocy	pUrNa_ajFAnawA/mUrKawA/mUrkawA
idiolatry	mUrwi_pUjA
idiolects	vyakwi_kI_bolI
idiolect	vyakwi_kI_bolI
idiolize	pUjA_kara
idiomatically	muhAvarexAra_BARA_meM
idiomatic	muhAvarexAra
idiom	muhAvarA/SElI/bolI
idioms	muhAvarA
idiosyncrasies	mAnasika_GatanA_yA_pravqwwi_kI_viSeRAvasWA
idiosyncrasy	mAnasika_GatanA_yA_pravqwwi_kI_viSeRAvasWA/sanaka
idiosyncraticer	viSeRa_jAwI_svaBAva_yA_pravqwwi
idiosyncraticest	viSeRa_jAwI_svaBAva_yA_pravqwwi
idiosyncratic	viSeRa_jAwI_svaBAva_yA_pravqwwi/sanakI
idiotically	jadawA_se/mUrKawApUrNa_Damga_se/mUrKawA_se
idioticer	jadabuxXivAlA
idioticest	jadabuxXivAlA
idiotic	jadabuxXivAlA/upahAsapUrNa/mUrKawApUrNa/bewukA/mUrKa
idiot	jadabuxXi/mUrKa/manxabuxXi_vyakwi/pAgala
idiots	jadabuxXi
idled	bekAra_bETanA
idleness	Alasya
idlenesses	Alasya
idler	bekAra_bETanA/kAmacora
idles	bekAra_bETanA
idlest	bekAra_bETanA
idle	vyarWa/niRkriya/nirarWaka/KAlI/berojagAra/bekAra/AlasI/KAlI_cala/Alasya_kara/kuCa_nahIM_kara
idling	bekAra_bETanA
idly	lakRyahIna_rUpa_se/AlasyapUrvaka
idolater	mUrwi_pUjaka
idolaters	mUrwi_pUjaka
idolatrous	prawimArAXaka
idolised	upAsiwa/pUjiwa/arciwa/ArAXiwa/apAcayiwa
idolise	pUjA_karanA/pUjA_kara
idolized	upAsiwa/pUjiwa/arciwa/ArAXiwa/apAcayiwa
idolize	pUjA_karanA/pUjA_kara
idol	prawimA/AxarSa
idols	prawimA
id	pahacAna/kAmawawva
ID	paricaya/pahacAna-pawra
idyllically	ramaNIya_Dafga_se
idyllic	ramaNIya
idyll	ramaNIya_sWala/ramaNIya_kAvya/ramaNIya_anuBava
i.e.	arWAw
iffy	saMSayAwmaka/gadabada/aniSciwa
if-not	nahIM_wo
if-only	agara_EsA
ifs	agara
if-so	yaxi_EsA_hE_wo
if-then-else_noun	yaxi_waxA_anyaWA'
if	yaxi/ki/Bale_hI/agara/wo/Sarwa/aniSciwawA
ify	-karanA
igloo	eskimo_kI_JopadI/igl
igloos	eskimo_kI_JopadI
iglu	eskimo_kI_JopadI
iglus	eskimo_kI_JopadI
igneous	agni_sambanXI/Agneya
igneouser	agni_sambanXI
igneousest	agni_sambanXI
ignited	sulaganA
ignites	sulaganA
ignite	sulaga/jalA/jala
igniting	sulaganA
ignition	prajvalana/jvalana-praNAlI
ignitions	prajvalana
ignoble	nIca/aXama
ignobler	nIca
ignoblest	nIca
ignominies	wiraskAra
ignominiously	wiraskqwa_rUpa_se/wiraskArapUrvaka/GqNiwa_Dafga_se
ignominious	niMxya/apakIrwikara
ignominy	wiraskAra/apayaSa
ignoramuses	mUrKa
ignoramus	mUrKa/ajFAnI
ignorance	ajFAna/ajFAnawA
ignorances	ajFAna
ignorant	ajFAni/anapaDa/anaBijFa
ignoranter	ajFAni
ignorantest	ajFAni
ignorantly	anaBijFawApUrvaka
ignorantness	anaBijFawA
ignore	avajFA_karanA/XyAna_na_xe/najara-anxAja_kara/anaxeKA/anasunI_kara/avajFA_kara
ignored	avajFA_karanA/upekRiwa
ignore_noun	upekRA_anuxeSa
ignores	avajFA_karanA
ignoring	avajFA_karanA
iguana	goXA/goha
iguanas	goXA
I	I/eka/AI/I/mEM/muJe
II	II
III	III
ikon	prawimA
ikons	prawimA
ilks	usI_kA
ilk	usI_kA/kisma
ill-advised	kumanwriwa/nAsamaJa/aviveciwa
ill-assorted	kuvargiwa
ill-bread	asaBya
ill-bred	aSiRta
ill-concealed	GadiyAlI/TIka_se_na_CupAyA_huA
ill-conceived	vyarWa
ill-considered	aviveciwa
ill-defined	aspaRta/kupariBARiwa
ill-disposed	IrRyAlu
illegaler	niyama_viruxXa
illegalest	niyama_viruxXa
illegality	avEXawA
illegalizse	gErakAnUnI_GoRiwa_kara
illegally	avEXa_opa_se/avEXa_rUpa_se
illegal	niyama_viruxXa/avEXa
illegible	aspaRta/apATya
illegibler	aspaRta
illegiblest	aspaRta
illegibly	apaTanIya_Dafga_se
illegitimacy	jArajawA/avEXawA
illegitimate	avEXa/nAjAyaja/gErakAnUnI/anuciwa
illegitimater	avEXa
illegitimatest	avEXa
ill-equipped	anupayukwa
illeteracy	nirakRarawA/mUDawA
ill-fated	aBAgA/aSuBa
ill-fed	alpapoRiwa
ill-fitting	anupayukwa
ill-founded	binA_AXAra_kA
ill-got	Cala_yA_beImAni_se_prApwa
ill-gotten	harAma_kA
illiberaler	anuxAra
illiberalest	anuxAra
illiberal	kaFjUsa/anuxAra
illiciter	avEXa
illicitest	avEXa
illicit	niyama_yA_vyavahAra_viruxXa/gErakAnUnI/avEXa
illigible	apATya
illigimate	avEXa_aXarmaja
ill-informed	anajAna
illiteracies	nirakRarawA
illiteracy	nirakRarawA
illiterate	aSikRiwa/aSikRiwat/anaBijFa/aSikRiwa
illiterater	aSikRiwa
illiterates	aSikRiwa
illiteratest	aSikRiwa
ill-judged	avicAriwa/nAsamaJapUrNa
ill-mannered	aSiRta/burA_svaBAva
ill-natured	bure_svaBAvavAlA
illnesses	roga
illness	roga/bImArI
illogicaler	nyAyaviruxXa
illogicalest	nyAyaviruxXa
illogicality	asafgawi
illogically	asafgawa_opa_se/asafgawa_rUpa_se
illogical	nyAyaviruxXa/asafgawa
ill-prepared	binA_wEyArI_kA/aniyojiwa/wEyAra_na_honA
ills	asvasWawA
ill-scented	baxabUxAra
ill-smelling	baxabUxAra
ill-starred	aSuBa/galawa_nakRawroM_meM
ill-tempered	cidacidA/kroXI
ill-timed	bemOkA
ill-treated	xurvyavahAriwa/prawAdiwa
ill-treat	xurvyavahAra_kara
illuminated	prakASayukwa_karanA/susajjiwa/prakASiwa
illuminate	prakASiwa_kara/prakASayukwa_kara/ujAlA_kara/prakASa_dAla
illuminater	prakASayukwa_karanA
illuminates	prakASayukwa_karanA
illuminatest	prakASayukwa_karanA
illuminating	prakASayukwa_karanA/SikRApraxa/jFAnavarXaka/jAnakArI_xene_vAlA
illuminations	xyuwi
illumination	xyuwi/uxboXana/sajAvata/roSanI/jagamagAhata
ill-used	xurvyavahariwa_huA
ill-use	xurvyavahAra_kara
illusion	BrAnwi/miWyA_XAraNA/marIcikA/galawa_PahamI
illusions	BrAnwi
illusive	mAyAvI
illusiver	mAyAvI
illusivest	mAyAvI
illusorier	mAyAvI
illusoriest	mAyAvI
illusory	mAyAvI/avAswavika
illustrated	vyAKyA_karanA
illustrates	vyAKyA_karanA
illustrate	vyAKyA_kara/xqRtAnwa_xe/vyAKyA_kara/spaRta_kara/saciwra_vyAKyA_kara
illustrating	vyAKyA_karanA
illustrations	uxAharaNa
illustration	uxAharaNa/vyAKyA/uxAharana/spaRtIkaraNa
illustrativer	xqRtAnwa_xenevAlA
illustrativest	xqRtAnwa_xenevAlA
illustrative	xqRtAnwa_xenevAlA/vyAKyAwmaka
illustrator	ciwrakAra
illustriouser	praKyAwa
illustriousest	praKyAwa
illustrious	praKyAwa/prasixXa/labXa_prawiRTa
illwill	vEraBAva
ill-will	xurBAva
ill	xoRapUrNa/SawruwApUrNa/KarAba/GAyala/burA/bImAra/bimAra/aXUrA/aSuBa/anipuNa/rUKAI_se/nirxayawA_se/muSkila_se/burI_waraha_se/asvasWawA/vipawwi/samasyA/hAni/bImArI
ILO	anawarrARtrIya_Srama_safgaTana
il	unacAsa
IL	unacAsa
imaged	prawibiMba
image_noun	prawibiMba
image	prawimA/XAraNA/upamA/rUpaka/prawirUpa/prawikqwi/prawIka/prawibiMba/paraCAI/mUrwi/mUrwa-rUpa/kalpanA/ciwra/citra/Cavi/biMba/sAxqSya_ho/samAna_ho/prawimA_banA/prawIka_ke_rUpa_meM_praswuwa_kara/prawibiMbiwa_kara/prakRepaNa_kara/mUrwi_ban/kalpanA_kara/citriwa_kara/citraNa_kara/citra_banAnA/citra_banA
imageries	Akqwi
imagery	Akqwi/prawimAvalI/alafkqwa_BARA
images	prawibiMba
imaginable	kalpanIya
imaginarier	kAlpanika
imaginariest	kAlpanika
imaginary	kAlpanika/KayAlI/JUTA/aXikalpiwa
imagination	kalpanA/upAya_kuSalawA/mana/kalpanASakwi/cawurwA/cawurawA/BAvanA
imaginations	BAvanA
imaginative	kalpanASIla
imaginatively	kalpanAwmakawApUrvaka
imaginativer	kalpanASIla
imaginativest	kalpanASIla
imagined	vicAra_karanA
imagine	kalpanA_kara/soca/mAna/anumAna_kara/anxAjA_lagA/vicAra_kara
imagines	vicAra_karanA
imaging	prawibiMba
imagining	vicAra_karanA/kalpanASIlawA/kalpanA
imam	imAma
Imam	imAma
imbalance	asanwuliwa/asanwulana
imbalanced	asanwuliwa
imbalances	asanwuliwa
imbecile	alpabuxXi/mUrKa/alpabuxXi
imbeciler	mUrKa
imbeciles	mUrKa
imbecilest	mUrKa
imbecilic	alpabuxXi
imbecilities	mUDawA
imbecility	mUDawA/mUrKawA/alpabuxXimawwA
imbed	jada/bETa_jA
imbibed	AwmasAwa_karanA
imbibe	grahaNa_kara/soKa/SarAba_pI/AwmasAw_kara/pI/AwmasAwa_kara
imbibes	AwmasAwa_karanA
imbibing	AwmasAwa_karanA
imbroglio	avyavasWA
imbroglios	avyavasWA
imbue	Bara_xe/vyApwa_ho
imbued	Bara_xenA
imbues	Bara_xenA
imbuing	Bara_xenA
IMF	International_monetary_fund/anwarrARtrIya_viwwIya_niXi
imitated	nakala_karanA
imitate	nakala_karanA/nakala_kara/anusaraNa_kara/anukaraNa_kara
imitates	nakala_karanA
imitating	nakala_karanA
imitation	kqwrima/nakalI/prawilipi/anukaraNa
imitations	anukaraNa
imitative	anukaraNaSIla/nakalI
imitativer	anukaraNaSIla
imitativest	anukaraNaSIla
imitator	nakalac/nakalacI/nakala
immaculately	wruitahIna_Dafga_se/wrutihIna_Dafga_se
immaculater	wrutihIna
immaculatest	wrutihIna
immaculate	wrutihIna/sAPa-suWarA/SuxXa
immaterial	anAvaSyaka/wucCa/aBOwika
immaterialer	anAvaSyaka
immaterialest	anAvaSyaka
immaterialise	aBOwika_banA_xe
immaterialize	aBOwika_banA_xe
immature	aparipakva/avikasiwa
immaturer	aparipakva
immaturest	aparipakva
immaturity	apirapakvawA/aparipakvawA
immeasurable	aparimiwa
immeasurabler	aparimiwa
immeasurablest	aparimiwa
immediacy	kAlika_sannikatawA/wAwkAlikawA/avilambawA
immediately	wawkAla/wuranwa_hI/usI_samaya/TIka/POrana/wuranwa
immediater	avyavahiwa
immediatest	avyavahiwa
immediate	wAwkAlika/SiGra/sannihiwa/samIpavarwI/nikatawama/mUla/karIba_ke/avyavahiwa
immemorial	awi_prAcIna/cirakAla
immemorialer	awi_prAcIna
immemorialest	awi_prAcIna
immense	asIma/viSAla/amiwa
immensely	asIma_rUpa_se/bahuwa_aXika
immenseness	viSAlawA
immenser	amiwa
immensest	amiwa
immensities	ananwawA
immensity	ananwawA/viSAlawA
immersed	dubAnA
immerse	dubA/wallIna_kara_le
immerses	dubAnA
immersing	dubAnA
immersion	nimajjana/wanmayawA/wallInawA
immersions	nimajjana
immesurable	apAra
immesurably	viSAla_rUpa_se/apAra_rUpa_se
immigrants	xeSAnwara_meM_basanevAlA
